Brand,Model,Variant,Year of Manufacture,Driven Kilometers,Fuel type,Transmission Type,Number of Owners,Location,Price in Lakhs
Volkswagen,Tiguan,2.0 TDI Comfortline,2020,20000.0,DIESEL,AUTOMATIC,1st,Kerala," 30,00,000"
Mahindra-Renault,Verito/Logan,GLS 1.6,Jun 2008,"67,800",Petrol,Manual,Second,Noida,1.1
Maruti,Suzuki,1.2 Alpha,2018,74000.0,PETROL,MANUAL,1st,Rajasthan," 6,45,000"
Mahindra,Bolero,SLE,2018,108000.0,DIESEL,MANUAL,1st,Rajasthan," 7,85,000"
Maruti,Suzuki,Others,2019,65392.0,DIESEL,MANUAL,1st,Karnataka," 5,10,000"
Jaguar,Xj,L 3.0 V6 Portfolio,2014,82000.0,DIESEL,AUTOMATIC,1st,Kerala," 35,00,000"
Maruti,Suzuki,VXI,2014,21000.0,PETROL,MANUAL,1st,Maharashtra," 3,45,000"
Mercedes-Benz,C-Class,Prime C 220d,2019,32000.0,DIESEL,AUTOMATIC,1st,Delhi," 31,75,000"
Volkswagen,Polo,2009-2013 Petrol Comfortline 1.2L,2011,90000,PETROL,MANUAL,Second,Maharashtra," 2,80,000"
Maruti Suzuki,Swift,LXi,Mar 2013,"27,428",Petrol,Manual,First,Noida,3.68
BMW,3-Series,320d Sport Line,Jun 2015,"48,000",Diesel,Automatic,First,Noida,17.5
Maruti,Suzuki,VDI,2015,"89,000",DIESEL,MANUAL,1st,Rajasthan," 6,40,000"
Maruti,Suzuki,LXi,2010,70422.0,PETROL,MANUAL,1st,Tamil," 2,10,000"
Mg,Hector,Style Diesel MT,2020,"65,000",DIESEL,MANUAL,1st,Karnataka," 15,00,000"
Mercedes-Benz,A,A180 Sport Edition,2014,55000.0,DIESEL,AUTOMATIC,1st,Maharashtra," 9,75,000"
Mahindra,Supro,VX 8 Str,2018,34000.0,DIESEL,MANUAL,2nd,Kerala," 3,32,000"
Hyundai,Grand,1.2 CRDi Sportz,2019,25000.0,DIESEL,MANUAL,1st,Maharashtra," 6,40,000"
Hyundai,I20,1.2 Spotz,2014,"70,200",DIESEL,MANUAL,2nd,Rajasthan," 5,00,000"
Hyundai,Creta,1.6 SX,2019,36657.0,PETROL,AUTOMATIC,1st,Maharashtra," 14,75,000"
Toyota,Corolla,1.8 GL,2010,"65,000",PETROL,MANUAL,1st,Karnataka," 5,50,000"
Maruti,Suzuki,VXI,2008,79000.0,PETROL,MANUAL,2nd,Karnataka," 3,00,000"
Mahindra,Bolero,ZLX,2017,102000.0,PETROL,MANUAL,1st,Karnataka," 7,45,000"
Chevrolet,Cruze,2014-2016 LTZ AT,2015,60000.0,DIESEL,AUTOMATIC,2nd,Delhi," 5,85,000"
Honda,Jazz,VX Diesel,2015,138000.0,DIESEL,MANUAL,1st,Tamil," 5,40,000"
Hyundai,I20,1.2 Asta,2018,20000.0,PETROL,MANUAL,2nd,Maharashtra," 5,75,000"
Maruti,Suzuki,2012-2015 VDI,2013,90000,DIESEL,MANUAL,Second,Kerala," 4,30,000"
Maruti,Suzuki,LXI,2013,108488.0,PETROL,MANUAL,3rd,Tamil," 2,25,000"
Toyota,Innova,2004-2011 2.5 G4 Diesel 7-seater,2011,200000,DIESEL,MANUAL,Third,Kerala," 7,00,000"
Maruti,Suzuki,2005-2010 LXi BSIII,2010,"79,000",PETROL,MANUAL,2nd,Kerala," 1,35,000"
Honda,City,2015-2017 i VTEC SV,2015,"63,215",PETROL,MANUAL,1st,Karnataka," 6,75,000"
Maruti,Suzuki,LX,2004,"45,000",PETROL,MANUAL,2nd,Rajasthan," 1,20,000"
Toyota,Etios,2010-2012 VX,2011,--,PETROL,MANUAL,2nd,Tamil," 5,00,000"
Mercedes-Benz,New,C220 CDI,2019,24000.0,DIESEL,AUTOMATIC,1st,Rajasthan," 42,50,000"
Ford,Ecosport,Titanium 1.5L TDCi,Jan 2017,"50,477",Diesel,Manual,Second,Noida,6.08
Toyota,Etios,2011-2012 G,2012,120000,PETROL,MANUAL,Second,Delhi," 2,00,000"
Nissan,Sunny,2014-2016 Diesel XV,2014,120000,DIESEL,MANUAL,Second,Kerala," 4,00,000"
Maruti,Suzuki,ZXI + AT,2020,"29,000",PETROL,AUTOMATIC,1st,Maharashtra," 9,60,000"
Maruti,Suzuki,8 Seater BSIV,2011,78000.0,PETROL,MANUAL,2nd,Rajasthan," 1,30,000"
Maruti,Suzuki,VXI,2014,"71,000",PETROL,MANUAL,1st,Tamil," 3,65,000"
Maruti,Suzuki,VDi AMT,2018,47000.0,DIESEL,AUTOMATIC,1st,Delhi," 7,90,000"
Toyota,Innova,2.8 Z,2019,55000.0,DIESEL,AUTOMATIC,1st,Delhi," 23,00,000"
Maruti,Suzuki,2007-2012 VDI,2011,"160,000",DIESEL,MANUAL,2nd,Karnataka," 2,85,000"
Bmw,7,740Li,2008,44677.0,PETROL,--,2nd,Delhi," 9,90,000"
Hyundai,Getz,GVS,2007,"90,000",PETROL,MANUAL,1st,Delhi," 80,000"
Ford,Ecosport,1.0 Ecoboost Titanium Plus BE,2013,"73,000",PETROL,MANUAL,2nd,Delhi," 4,00,000"
Tata,Indica,eLS,2015,128575,DIESEL,MANUAL,First,Tamil," 1,30,000"
Hyundai,Elite i20,Sportz 1.2,Jan 2015,"69,140",Petrol,Manual,First,Noida,5.03
Honda,City,i-VTEC S,2010,64999.0,PETROL,MANUAL,1st,Karnataka," 3,99,999"
Maruti,Suzuki,1.2 CVT Zeta,2017,"54,000",PETROL,MANUAL,2nd,Rajasthan," 4,50,000"
Volkswagen,Polo,1.2 MPI Trendline,2012,54680.0,PETROL,MANUAL,1st,Maharashtra," 2,49,000"
Maruti,Suzuki,LXI,2019,"20,000",PETROL,MANUAL,2nd,Karnataka," 3,55,000"
Hyundai,Grand,Magna 1.1 CRDi,2017,67000.0,--,--,1st,Kerala," 4,35,000"
Nissan,Micra,XV,2014,58231.0,PETROL,MANUAL,--,Tamil," 3,30,000"
Maruti,Suzuki,VXI CNG BS-IV,2007,85000.0,CNG & HYBRIDS,MANUAL,2nd,Delhi," 1,15,000"
Skoda,Superb,2013-2015 Zeal Elegance 2.0 TDI CR AT,2014,27000.0,DIESEL,AUTOMATIC,1st,Delhi," 12,00,000"
Hyundai,Eon,Era Plus,2018,"44,300",PETROL,MANUAL,2nd,Kerala," 2,85,000"
Hyundai,I20,2012-2014 Sportz 1.2,2014,11275,PETROL,MANUAL,First,Karnataka," 5,00,000"
Tata,Spacio,Others,2004,120000,DIESEL,MANUAL,Second,Rajasthan," 1,80,000"
Maruti,Suzuki,VDI,2013,120000,DIESEL,MANUAL,Second,Rajasthan," 3,11,000"
Tata,Safari,4x2 LX DICOR BS-III,2012,153000.0,DIESEL,MANUAL,3rd,Maharashtra," 3,00,000"
Mahindra,Bolero,SLX BS IV,2017,68000.0,DIESEL,MANUAL,1st,Delhi," 6,80,000"
Maruti,Suzuki,AMT ZDI,2017,40000,DIESEL,AUTOMATIC,First,Karnataka," 7,50,000"
Mercedes-Benz,S-Class,,2007,48000.0,--,--,--,Rajasthan," 8,50,000"
Hyundai,Elite,Magna Executive 1.2,2018,50000,PETROL,MANUAL,First,Delhi," 5,75,000"
Chevrolet,Spark,1.0 LT BS3,2010,"100,000",PETROL,MANUAL,1st,Tamil," 90,000"
Toyota,Innova,2.7 GX AT 8S,2017,1,DIESEL,MANUAL,1st,Kerala," 11,69,000"
Hyundai,Fluidic,1.6 VTVT SX,2014,62000.0,PETROL,MANUAL,2nd,Delhi," 4,35,000"
Tata,Indigo,CS LX TDI,2011,52000.0,DIESEL,MANUAL,2nd,Rajasthan," 1,45,000"
Hyundai,Creta,1.6 SX (O),2019,56000.0,DIESEL,AUTOMATIC,1st,Kerala," 16,75,000"
Tata,Zest,Quadrajet 1.3 75PS XM,2019,85000.0,DIESEL,MANUAL,1st,Karnataka," 4,30,000"
Hyundai,Creta,1.6 SX Plus AT Petrol,Jan 2017,"28,597",Petrol,Automatic,First,Noida,10.78
Toyota,Yaris,G,2018,30000.0,PETROL,MANUAL,1st,Kerala," 7,95,000"
Maruti,Suzuki,VXI,2011,56000.0,PETROL,MANUAL,1st,Maharashtra," 1,95,000"
Honda,Brio,1.2 S MT,2015,55000.0,PETROL,MANUAL,2nd,Karnataka," 4,50,000"
Hyundai,I20,2010-2012 1.2 Asta,2011,20000,DIESEL,AUTOMATIC,Fourth,Rajasthan," 2,31,000"
Toyota,Fortuner,3.0 4x4 Manual,2011,137000.0,DIESEL,MANUAL,2nd,Karnataka," 11,95,000"
Honda,City,Others,2005,"6,000",PETROL,MANUAL,3rd,Rajasthan," 1,30,000"
Hyundai,I20,2009-2011 Magna,2010,81000.0,PETROL,MANUAL,2nd,Delhi," 1,69,000"
Maruti,Suzuki,LXI,2014,22454.0,PETROL,MANUAL,2nd,Karnataka," 2,80,000"
Maruti,Suzuki,5 STR WITH A/C+HTR,2016,65000.0,PETROL,MANUAL,1st,Karnataka," 3,90,000"
Renault,Kwid,Climber 1.0 AMT,2018,18815,PETROL,AUTOMATIC,First,Tamil," 4,25,000"
Hyundai,I10,Sportz 1.2 Automatic Kappa2,2009,77800.0,PETROL,AUTOMATIC,2nd,Maharashtra," 2,30,000"
Honda,Amaze,SX i DTEC,2017,90000,DIESEL,MANUAL,Second,Karnataka," 3,75,000"
Maruti,Suzuki,Zeta,2018,65000.0,DIESEL,MANUAL,2nd,Karnataka," 7,75,000"
Bentley,Continental,GTC Convertible,2007,24919.0,PETROL,AUTOMATIC,4th,Delhi," 59,90,000"
Maruti,Suzuki,LXI,2015,80000.0,PETROL,MANUAL,1st,Kerala," 2,50,000"
Maruti,Suzuki,VXI CNG BS-IV,2009,62000.0,PETROL,MANUAL,2nd,Delhi," 1,49,000"
Maruti,Suzuki,VXI,2014,28734.0,PETROL,MANUAL,1st,Maharashtra," 3,14,000"
Ford,Fiesta,2004-2010 1.4 ZXi TDCi ABS,2010,119000.0,DIESEL,MANUAL,1st,Tamil," 3,10,000"
Honda,City,VTEC,2001,60000.0,PETROL,MANUAL,2nd,Karnataka," 5,74,999"
Toyota,Innova,2.5 GX (Diesel) 8 Seater,2014,83300.0,DIESEL,MANUAL,2nd,Maharashtra," 8,15,000"
Hyundai,Santro,D Lite,2009,90000,PETROL,MANUAL,First,Maharashtra," 1,50,000"
Toyota,Innova,2.5 G (Diesel) 7-Seater,2006,"127,000",DIESEL,MANUAL,1st,Maharashtra," 6,00,000"
Maruti,Suzuki,K10 VXi (O),2016,"53,000",PETROL,MANUAL,2nd,Maharashtra," 3,50,000"
Maruti,Suzuki,VXI AMT Optional,2017,69800.0,PETROL,AUTOMATIC,1st,Rajasthan," 3,70,000"
Honda,City,i-VTEC CVT VX,2015,89000.0,PETROL,AUTOMATIC,1st,Maharashtra," 7,25,000"
Renault,Lodgy,85PS RxL,2016,52000.0,DIESEL,MANUAL,1st,Tamil," 6,24,500"
Mahindra,Alturas,4X4 AT,2018,30000.0,DIESEL,AUTOMATIC,2nd,Delhi," 25,50,000"
Maruti,Suzuki,VDI,2016,"74,000",DIESEL,MANUAL,2nd,Rajasthan," 6,30,000"
Maruti,Suzuki,Tour S,2019,46000.0,DIESEL,MANUAL,1st,Karnataka," 5,40,000"
Mahindra,Xuv500,W6 2WD,2013,78000.0,DIESEL,MANUAL,2nd,Delhi," 4,45,000"
Maruti,Suzuki,5 Seater Standard,2021,800.0,PETROL,MANUAL,1st,Kerala," 4,35,000"
Maruti,Suzuki,,2017,90000.0,--,--,2nd,Maharashtra," 8,25,000"
Tata,Hexa,XTA,2018,40000.0,DIESEL,AUTOMATIC,1st,Maharashtra," 13,99,999"
Maruti,Suzuki,CNG LXI Opt,2017,140000,CNG,MANUAL,First,Maharashtra," 2,90,000"
Mercedes-Benz,Cla,Urban Sport 200d,2019,15000.0,DIESEL,AUTOMATIC,1st,Kerala," 35,00,000"
Mahindra,Xylo,2009-2011 E8,2011,100000.0,DIESEL,MANUAL,2nd,Tamil," 3,90,000"
Maruti,Suzuki,AC BSII,2004,"93,000",PETROL,MANUAL,2nd,Tamil," 90,000"
Hyundai,Santro,GLS,2008,"53,000",PETROL,MANUAL,1st,Delhi," 80,000"
Maruti,Suzuki,5 Seater AC,2017,84000.0,PETROL,MANUAL,1st,Tamil," 4,30,000"
Skoda,Octavia,2013-2017 Ambition 1.4 TSI MT,2014,70000,PETROL,MANUAL,Second,Maharashtra," 6,00,000"
Toyota,Fortuner,2011-2016 4x2 Manual,2013,107000.0,DIESEL,MANUAL,2nd,Kerala," 14,80,000"
Toyota,Innova,2.4 VX MT,2018,61000.0,DIESEL,MANUAL,2nd,Tamil," 18,50,000"
Hyundai,Grand,2013-2016 AT Asta,2014,28000.0,PETROL,AUTOMATIC,1st,Maharashtra," 4,99,000"
Toyota,Etios,1.5 V,2017,51000.0,PETROL,MANUAL,1st,Kerala," 6,00,000"
Maruti,Suzuki,LXI,2011,26000.0,PETROL,MANUAL,1st,Kerala," 2,05,000"
Maruti,Suzuki,2010-2014 2010-2014 VXI,2011,80,PETROL,MANUAL,2nd,Kerala," 1,75,000"
Mercedes-Benz,B,B200 CDI,2015,27334.0,DIESEL,AUTOMATIC,2nd,Karnataka," 18,50,000"
Hyundai,I20,1.2 Spotz,2016,20000.0,PETROL,MANUAL,1st,Kerala," 5,80,000"
Tata,Indigo,LS,2008,111054,DIESEL,MANUAL,4+,Tamil," 1,00,000"
Mahindra,Bolero,ZLX,2013,113000.0,DIESEL,MANUAL,2nd,Tamil," 6,10,000"
Tata,Safari,EX,2013,101087,DIESEL,MANUAL,First,Tamil," 6,49,999"
Nissan,Terrano,2013-2017 XV Premium 110 PS,2013,87416,DIESEL,MANUAL,First,Rajasthan," 5,00,000"
Audi,Q3,2.0 TDI Quattro Premium Plus,2015,38000.0,DIESEL,AUTOMATIC,2nd,Maharashtra," 15,99,999"
Hyundai,I10,Magna,2012,67000.0,PETROL,MANUAL,2nd,Maharashtra," 2,35,000"
Maruti,Suzuki,VDI,2014,68000.0,DIESEL,MANUAL,2nd,Rajasthan," 4,38,000"
Chevrolet,Aveo,1.4 LS Limited Edition,2009,50000,PETROL,MANUAL,Second,Maharashtra," 1,10,000"
Tata,Altroz,XZ,2020,14000.0,PETROL,MANUAL,1st,Kerala," 7,50,000"
Mahindra,Xylo,2009-2011 E8 ABS Airbag BSIV,2010,116000.0,DIESEL,MANUAL,2nd,Tamil," 4,75,000"
Bmw,X1,sDrive 20d xLine,2019,30035.0,DIESEL,AUTOMATIC,1st,Delhi," 31,90,000"
Maruti,Suzuki,5 Seater AC,2018,46000.0,PETROL,MANUAL,1st,Tamil," 4,25,000"
Mg,Hector,Sharp Diesel MT,2019,59000.0,DIESEL,MANUAL,1st,Maharashtra," 17,75,000"
Maruti,Suzuki,AC,1995,"37,500",PETROL,--,2nd,Tamil," 37,000"
Honda,City,1.5 V MT Exclusive,Jun 2010,"71,000",Petrol,Manual,Second,Noida,3.6
Renault,Duster,2015-2016 Petrol RxL,2016,83000.0,PETROL,MANUAL,1st,Delhi," 5,75,000"
Mahindra,Xylo,E8 BS-III,2009,"138,000",DIESEL,MANUAL,1st,Rajasthan," 2,48,000"
Jeep,Compass,,2018,30000.0,DIESEL,MANUAL,1st,Karnataka," 16,25,000"
Hyundai,Grand i10,Sportz 1.2 Kappa VTVT [2013-2016],Jan 2014,"50,341",Petrol,Manual,First,Noida,3.92
Toyota,Etios,2011-2012 VX,2012,40800.0,PETROL,MANUAL,1st,Maharashtra," 3,30,000"
Mahindra,Marazzo,M8,2020,27000.0,DIESEL,MANUAL,1st,Delhi," 11,50,000"
Hyundai,I20,e i20 2014-2015 Asta 1.4 CRDi,2014,117617,DIESEL,MANUAL,Second,Tamil," 4,50,000"
Mercedes-Benz,GLS,400d 4MATIC,Jun 2020,"19,000",Diesel,Automatic,First,Noida,1.19
Toyota,Innova,2.5 V 8 STR,2012,"135,000",DIESEL,MANUAL,1st,Tamil," 13,00,000"
Chevrolet,Tavera,Base 10 Str BS IV,2017,"145,000",DIESEL,AUTOMATIC,2nd,Tamil," 6,90,000"
Maruti,Suzuki,VXI AMT,2014,"30,580",PETROL,AUTOMATIC,1st,Kerala," 4,15,000"
Skoda,Laura,2.0 TDI AT L and K,2012,90000.0,DIESEL,AUTOMATIC,2nd,Kerala," 6,20,000"
Honda,City,2011-2013 V MT,2012,68000.0,PETROL,MANUAL,2nd,Delhi," 3,25,000"
Maruti,Suzuki,LXi,2016,79000.0,PETROL,MANUAL,1st,Rajasthan," 3,65,000"
Maruti,Suzuki,ZDi,2017,44000.0,DIESEL,MANUAL,1st,Karnataka," 9,20,000"
Maruti,Suzuki,Vdi BSIV,2010,"173,000",DIESEL,MANUAL,3rd,Karnataka," 2,43,999"
Maruti,Suzuki,1.0 VXi,2022,738.0,PETROL,MANUAL,1st,Maharashtra," 6,40,000"
Maruti,Suzuki,Std,1998,120000,PETROL,MANUAL,Second,Kerala," 40,000"
Maruti,Suzuki,LDi Option,2016,41000.0,DIESEL,MANUAL,1st,Tamil," 8,00,000"
Toyota,Corolla,G,2014,71000.0,PETROL,MANUAL,1st,Karnataka," 9,75,000"
Maruti,Suzuki,2004-2010 VXi BSIV,2008,60000.0,PETROL,MANUAL,3rd,Karnataka," 3,25,000"
Mercedes-Benz,S-Class,S 350 CDIL,2011,"98,000",DIESEL,AUTOMATIC,1st,Tamil," 15,00,000"
Mahindra,Bolero,CBC 1.7T,2005,"200,000",DIESEL,MANUAL,4+,Rajasthan," 2,40,000"
Toyota,Innova,2.5 V 7 STR,2012,98000.0,DIESEL,MANUAL,1st,Delhi," 5,95,000"
Maruti,Suzuki,LDI,2014,80000.0,DIESEL,MANUAL,1st,Rajasthan," 3,68,000"
Bmw,5,520d Luxury Line,2011,90000,DIESEL,AUTOMATIC,Second,Maharashtra," 7,50,000"
Hyundai,Verna,2011-2014 1.6 SX,2011,146900.0,DIESEL,MANUAL,4th,Karnataka," 3,99,999"
Toyota,Etios,1.4 GD,2015,"115,519",DIESEL,MANUAL,2nd,Kerala," 5,60,000"
Hyundai,Grand,1.2 CRDi Magna,2017,44000.0,PETROL,MANUAL,1st,Maharashtra," 4,70,000"
Audi,A6,35 TFSI Matrix,Jun 2019,"5,000",Petrol,Automatic,First,Noida,40
Hyundai,Santro,Others,2009,89000.0,PETROL,MANUAL,2nd,Kerala," 1,45,000"
Mitsubishi,Pajero,2002-2012 2.8 SFX BSIII Dual Tone,2011,131000.0,DIESEL,MANUAL,3rd,Rajasthan," 6,00,000"
Other,Brands,,2022,0,DIESEL,--,1st,Rajasthan," 1,60,000"
Audi,A6,2.0 TDI Premium Plus,2014,15000.0,DIESEL,AUTOMATIC,1st,Delhi," 19,75,000"
Honda,City,2011-2013 S,2012,41700.0,PETROL,MANUAL,1st,Maharashtra," 4,25,000"
Chevrolet,Cruze,2012 LTZ AT,2012,46000.0,DIESEL,MANUAL,--,Delhi," 2,95,000"
Hyundai,I10,Magna,2016,55000.0,CNG & HYBRIDS,MANUAL,2nd,Rajasthan," 3,65,000"
Toyota,Innova,2004-2011 2.5 G4 Diesel 7-seater,2010,163359,DIESEL,MANUAL,Third,Karnataka," 7,85,000"
Ford,Ecosport,1.5 Diesel Titanium,2013,70000.0,DIESEL,MANUAL,1st,Maharashtra," 5,50,000"
Tata,Others,,2006,"200,055",DIESEL,MANUAL,3rd,Tamil," 3,00,000"
Maruti,Suzuki,Vdi BS-IV,2012,"158,000",DIESEL,MANUAL,2nd,Rajasthan," 2,65,000"
Mahindra,Scorpio,S6 Plus 1.99 Intelli-Hybrid,Jun 2017,"89,634",Diesel,Manual,First,Noida,9.9
Honda,City,2015-2017 i DTec V,2018,59000.0,DIESEL,MANUAL,1st,Delhi," 8,50,000"
Ford,Figo,1.2P Titanium MT,2010,"83,000",PETROL,MANUAL,2nd,Maharashtra," 1,95,000"
Toyota,Qualis,GS C1,2003,1.0,DIESEL,MANUAL,2nd,Kerala," 1,35,000"
Volkswagen,Polo,1.5 TDI Highline Plus,2015,"61,000",DIESEL,MANUAL,2nd,Karnataka," 5,70,000"
Mahindra,Quanto,C8,2015,"100,000",DIESEL,MANUAL,2nd,Rajasthan," 2,25,000"
Mahindra,Scorpio,S10 1.99 Intelli-Hybrid,Jun 2017,"16,000",Diesel,Manual,First,Noida,13.25
Maruti,Suzuki,VXI,2016,40000,PETROL,MANUAL,First,Maharashtra," 2,65,000"
Audi,Q7,3.0 TDI Quattro Premium Plus,2013,70000.0,DIESEL,AUTOMATIC,2nd,Delhi," 20,50,000"
Mahindra,Scorpio,2002-2013 SLE BS IV,2013,68000.0,DIESEL,MANUAL,1st,Delhi," 4,85,000"
Maruti,Suzuki,1.0 VXi,2017,54120.0,PETROL,MANUAL,2nd,Kerala," 4,45,000"
BMW,3-Series,320d Sport Line,Jun 2015,"48,000",Diesel,Automatic,First,Noida,17.5
Hyundai,Grand,2013-2016 Sportz,2016,65230.0,PETROL,MANUAL,1st,Maharashtra," 4,75,000"
Volkswagen,Polo,1.2 MPI Trendline,2018,"870,000",PETROL,MANUAL,2nd,Kerala," 7,20,000"
Hyundai,Santro,GLS I - Euro II,2006,70000,PETROL,MANUAL,Fourth,Rajasthan," 75,000"
Toyota,Fortuner,2011-2016 4x2 Manual,2014,14250.0,DIESEL,MANUAL,1st,Delhi," 17,75,000"
Maruti,Suzuki,VDi,2013,78000.0,DIESEL,MANUAL,2nd,Karnataka," 4,00,000"
Hyundai,Grand,1.2 Kappa Era,2017,45000.0,PETROL,MANUAL,1st,Karnataka," 5,00,000"
Maruti Suzuki,Alto,VXi AMT [2014-2018],Sep 2017,"57,000",Petrol,Automatic,Second,Noida,3.49
Hyundai,Santro,XO,2007,"55,000",PETROL,MANUAL,4+,Rajasthan," 1,05,000"
BMW,3-Series,320d Luxury Line [2014-2016],Jun 2015,"66,000",Diesel,Automatic,Second,Noida,21
Mahindra,Xylo,2009-2011 E4,2009,61000.0,DIESEL,MANUAL,1st,Maharashtra," 2,10,000"
Chevrolet,Cruze,LTZ,2010,"90,000",DIESEL,MANUAL,3rd,Rajasthan," 1,80,000"
Bmw,3,320d,2011,77000.0,DIESEL,AUTOMATIC,1st,Maharashtra," 6,99,000"
Hyundai,Eon,,2017,3000.0,PETROL,--,1st,Tamil," 3,50,000"
Toyota,Innova,2.8 GX AT,2018,42000.0,DIESEL,AUTOMATIC,1st,Maharashtra," 17,85,000"
Mahindra,Verito,Others,2011,"165,000",DIESEL,MANUAL,2nd,Kerala," 1,30,000"
Maruti Suzuki,Vitara Brezza,ZDi Plus,Mar 2016,"75,454",Diesel,Manual,Second,Noida,5.9
Toyota,Corolla,1.8 GL,2009,"36,000",PETROL,MANUAL,1st,Delhi," 3,00,000"
Mahindra,Scorpio,2006-2009 LX 2.6 Turbo,2008,"81,000",DIESEL,MANUAL,1st,Tamil," 3,95,000"
Hyundai,Elite,Sportz 1.2,2018,12000.0,PETROL,MANUAL,1st,Delhi," 6,40,000"
Maruti,Suzuki,LXI,2015,17000.0,--,MANUAL,1st,Maharashtra," 2,65,000"
Maruti,Suzuki,King Soft Top MPI BSIV,2010,70000,PETROL,MANUAL,Second,Delhi," 3,45,000"
Maruti,Suzuki,1.2 Sigma,2018,14000.0,PETROL,MANUAL,1st,Rajasthan," 5,70,000"
Maruti,Suzuki,VXi,2009,84000.0,PETROL,MANUAL,3rd,Karnataka," 1,75,000"
Hyundai,I20,1.4 Sportz,2013,65000.0,DIESEL,MANUAL,2nd,Delhi," 2,50,000"
Volkswagen,Vento,1.2 TSI Highline AT,2015,"76,000",PETROL,AUTOMATIC,1st,Kerala," 6,75,000"
Maruti,Suzuki,VDI,2015,44985.0,DIESEL,MANUAL,1st,Maharashtra," 6,00,000"
Hyundai,I20,Magna 1.4 CRDI 6 Speed,2013,74000.0,DIESEL,MANUAL,2nd,Rajasthan," 3,50,000"
Mahindra,Bolero,ZLX,2017,66000.0,DIESEL,MANUAL,1st,Rajasthan," 7,25,000"
Hyundai,Santro,GLS,2007,120000,PETROL,MANUAL,Third,Rajasthan," 70,000"
Bmw,7,730Ld Sedan,2012,90000,DIESEL,AUTOMATIC,First,Kerala," 32,00,000"
Honda,Amaze,1.5 SMT I DTEC,2014,"84,000",DIESEL,MANUAL,1st,Kerala," 3,75,000"
Maruti,Suzuki,ZXI 2018,2018,18000.0,PETROL,AUTOMATIC,2nd,Tamil," 6,50,000"
Tata,Nexon,1.2 Revotron XM,2021,1035.0,PETROL,MANUAL,1st,Karnataka," 8,95,000"
Maruti,Suzuki,VXI MT,2019,26504.0,PETROL,MANUAL,1st,Maharashtra," 4,99,000"
Mahindra,XUV500,W8,Jun 2014,"40,000",Diesel,Manual,First,Noida,7.1
Renault,Scala,Diesel RxE,2017,90000,DIESEL,MANUAL,First,Kerala," 3,70,000"
Maruti,Suzuki,2009-2011 VXI,2009,55236.0,PETROL,MANUAL,1st,Rajasthan," 2,05,000"
Mahindra,Xuv500,W6 2WD,2017,27000.0,--,AUTOMATIC,1st,Delhi," 12,00,000"
Mahindra,Bolero,SLX,2019,"60,000",DIESEL,MANUAL,1st,Rajasthan," 9,50,000"
Hyundai,I20,2009-2011 Magna,2011,82000.0,PETROL,MANUAL,1st,Maharashtra," 2,55,000"
Toyota,Innova,2.5 G (Diesel) 7 Seater BS-IV,2012,71000.0,DIESEL,MANUAL,2nd,Karnataka," 8,50,000"
Tata,Manza,Aura Safire,2010,58000.0,PETROL,MANUAL,1st,Maharashtra," 1,75,000"
Volkswagen,Polo,1.5 TDI Comfortline,2015,--,DIESEL,MANUAL,1st,Rajasthan," 4,50,000"
Hyundai,Accent,GLE,2002,"125,000",PETROL,MANUAL,4+,Karnataka," 75,000"
Maruti,Suzuki,5 Seater,2002,92000.0,PETROL,MANUAL,2nd,Kerala," 78,000"
Maruti Suzuki,Wagon R,LXi 1.0 [2019-2019],Jun 2018,"44,000",Petrol,Manual,First,Noida,4.6
Mahindra,Scorpio,2002-2013 VLX,2010,"391,408",DIESEL,MANUAL,1st,Rajasthan," 6,25,000"
Maruti,Suzuki,VDi,2015,110860,DIESEL,MANUAL,First,Rajasthan," 3,45,000"
Hyundai,Verna,2006-2010 CRDi SX,2009,"107,000",DIESEL,MANUAL,3rd,Rajasthan," 1,70,000"
Isuzu,D-Max,4X4,2019,"40,000",DIESEL,MANUAL,1st,Rajasthan," 16,50,000"
Volkswagen,Polo,2009-2013 IPL II 1.2 Diesel Highline,2011,120000,DIESEL,MANUAL,Third,Karnataka," 3,75,000"
Hyundai,I10,Era,2010,55000.0,PETROL,MANUAL,1st,Rajasthan," 2,21,000"
Chevrolet,Beat,2010-2013 LT,2011,90000,PETROL,MANUAL,Third,Karnataka," 1,90,000"
Audi,A6,35 TFSI,2018,26020.0,PETROL,AUTOMATIC,1st,Karnataka," 39,90,000"
Maruti,Suzuki,ZDi,2011,59000.0,DIESEL,MANUAL,1st,Karnataka," 3,85,000"
Mahindra,Bolero,SLX 2WD BSIII,2011,238112,DIESEL,MANUAL,Third,Tamil," 4,75,000"
Maruti,Suzuki,2014-2017 VXI,2017,"45,000",PETROL,MANUAL,1st,Maharashtra," 3,85,000"
Maruti,Suzuki,VDi Option,2017,64800.0,DIESEL,MANUAL,1st,Karnataka," 8,60,000"
Honda,City,2011-2013 V MT,2011,60000.0,PETROL,MANUAL,1st,Karnataka," 4,45,000"
Porsche,Cayenne,S Diesel,2011,40000.0,DIESEL,AUTOMATIC,1st,Karnataka," 25,00,000"
Mahindra,Scorpio,2009-2014 SLE BSIV,2011,120000,DIESEL,MANUAL,Third,Maharashtra," 4,70,000"
Maruti,Suzuki,5 Seater AC,2010,45000.0,PETROL,--,1st,Tamil," 2,90,000"
Honda,WR-V,VX MT Diesel,Jun 2018,"79,000",Diesel,Manual,First,Noida,8.25
